Date,Open,High,Low,Close,Change,Change%,Devation%,trx_cnt,trx_record,avg_cnt,amount,FI,IT,Dealer,Big3,FI_Share%,loanM_chg,loanM_chg%,loanS_chg,loanS_chg%,loan_M_S%
2019/09/10,192.5,194.5,190,190,-3,-1.55,2.33,328,254,1.3,0.63,0,0,+2,+2,1.4
2019/09/11,191,206.5,190.5,203,+13,+6.84,8.42,"2,066","1,787",1.2,4.1,+38,+25,+9,+72,1.6
2019/09/12,203.5,205,183,188,-15,-7.39,10.8,"1,752","1,436",1.2,3.3,-76,+14,+2,-60,1.3
2019/09/16,181,182.5,169.5,169.5,-18.5,-9.84,6.91,"1,564","1,262",1.2,2.7,-42,-40,-19,-101,1.2
2019/09/17,165,177.5,161.5,172,+2.5,+1.47,9.44,"1,069",917,1.2,1.8,+30,-15,-16,-1,1.3
2019/09/18,169,173,166.5,169.5,-2.5,-1.45,3.78,488,459,1.1,0.83,+6,0,0,+6,1.3
2019/09/19,171,175,170,173.5,+4,+2.36,2.95,546,491,1.1,0.95,-2,0,0,-2,1.3
2019/09/20,173.5,190.5,169.5,190.5,+17,+9.8,12.1,"1,718","1,348",1.3,3.1,-3,+295,+5,+297,1.3
2019/09/23,196,209.5,192.5,209.5,+19,+9.97,8.92,"2,004","1,620",1.2,4,+6,+261,-5,+262,1.3
2019/09/24,209.5,222,205,212.5,+3,+1.43,8.11,"1,549","1,404",1.1,3.3,-1,+160,0,+159,1.3
2019/09/25,207.5,212.5,205,210,-2.5,-1.18,3.53,610,570,1.1,1.3,+14,+31,0,+45,1.3
2019/09/26,214,219,208,210,0,0,5.24,721,663,1.1,1.5,-21,0,0,-21,1.3
2019/09/27,209,210,190,202,-8,-3.81,9.52,"1,171","1,013",1.2,2.3,+119,+153,0,+272,1.7
2019/10/01,202,211,200,202.5,+0.5,+0.25,5.45,788,700,1.1,1.6,-32,-9,0,-41,1.6
2019/10/02,201.5,203.5,196,198,-4.5,-2.22,3.7,465,426,1.1,0.93,+17,0,0,+17,1.6
2019/10/03,193,205,193,203.5,+5.5,+2.78,6.06,585,534,1.1,1.2,+4,-25,0,-21,1.7
2019/10/04,208.5,216.5,200.5,202,-1.5,-0.74,7.86,"1,276","1,172",1.1,2.7,-108,0,0,-108,1.3
2019/10/07,203.5,207.5,200.5,200.5,-1.5,-0.74,3.47,723,622,1.2,1.5,+4,-2,0,+2,1.3
2019/10/08,201.5,204.5,194.5,195.5,-5,-2.49,4.99,650,552,1.2,1.3,+9,-32,0,-23,1.3
2019/10/09,197.5,200,195.5,198.5,+3,+1.53,2.3,457,421,1.1,0.9,-4,0,+15,+11,1.3
2019/10/14,202.5,202.5,197,197,-1.5,-0.76,2.77,334,303,1.1,0.67,-4,0,-9,-13,1.3
2019/10/15,197.5,212,197.5,200,+3,+1.52,7.36,"1,703","1,494",1.1,3.5,-73,-51,+24,-100,1.1
2019/10/16,200,204,193.5,195.5,-4.5,-2.25,5.25,659,602,1.1,1.3,-19,0,0,-19,1.1
2019/10/17,198.5,201.5,196,198.5,+3,+1.53,2.81,406,366,1.1,0.81,-3,0,-5,-8,1.4
2019/10/18,201.5,208.5,201,206,+7.5,+3.78,3.78,"1,598","1,372",1.2,3.3,-23,+59,+17,+53,1.3
2019/10/21,218,222,209,210,+4,+1.94,6.31,"2,598","2,346",1.1,5.6,-80,+5,-39,-114,1
2019/10/22,213.5,215.5,207.5,208,-2,-0.95,3.81,768,703,1.1,1.6,-1,0,+11,+10,1.1
2019/10/23,210,225.5,209.5,218,+10,+4.81,7.69,"2,844","2,340",1.2,6.2,+5,+486,+4,+495,1.2
2019/10/24,225,239.5,224,239.5,+21.5,+9.86,7.11,"4,646","3,788",1.2,10.8,+57,+87,+39,+183,1.4
2019/10/25,241,258,238.5,243.5,+4,+1.67,8.14,"5,160","4,607",1.1,12.9,-32,+15,-5,-22,1.5
2019/10/28,249,249,238.5,241,-2.5,-1.03,4.31,"2,031","1,796",1.1,5,+12,0,+15,+27,1.6
2019/10/29,246,259.5,237,245,+4,+1.66,9.34,"4,173","3,619",1.2,10.4,-83,+20,+4,-59,1.4
2019/10/30,249.5,254,244.5,247.5,+2.5,+1.02,3.88,"2,041","1,857",1.1,5.1,-8,0,-10,-18,1.4
2019/10/31,252,253,238.5,242,-5.5,-2.22,5.86,"1,633","1,511",1.1,4,-12,+40,+3,+31,1.4
2019/11/01,243.5,246,239,245,+3,+1.24,2.89,"1,045",920,1.1,2.5,+39,+115,-1,+153,1.6
2019/11/04,252,253.5,247,247,+2,+0.82,2.65,"1,944","1,685",1.2,4.9,-56,+215,+2,+161,1.4
2019/11/05,252,255,246,248.5,+1.5,+0.61,3.64,"1,388","1,256",1.1,3.5,-18,+143,+5,+130,1.4
2019/11/06,248.5,248.5,224,224,-24.5,-9.86,9.86,"3,148","2,824",1.1,7.3,-4,-355,0,-359,1.4
2019/11/07,218,218,205.5,206,-18,-8.04,5.58,"2,124","1,914",1.1,4.5,+67,-229,-4,-166,1.6
2019/11/08,211,222,208.5,218.5,+12.5,+6.07,6.55,"1,659","1,523",1.1,3.6,-12,+174,-6,+156,1.6
2019/11/11,220,223,208,215,-3.5,-1.6,6.86,916,814,1.1,2,-26,0,+4,-22,1.5
2019/11/12,220,221.5,215.5,216,+1,+0.47,2.79,674,621,1.1,1.5,-37,0,-3,-40,1.3
2019/11/13,218,226.5,218,223,+7,+3.24,3.94,"1,223","1,128",1.1,2.7,+8,+48,0,+56,1.4
2019/11/14,224.5,226.5,218.5,220.5,-2.5,-1.12,3.59,654,584,1.1,1.5,-28,+1,+5,-22,1.2
2019/11/15,222,225.5,220,220.5,0,0,2.49,601,559,1.1,1.3,-88,0,+12,-76,0.9
2019/11/18,223,223,212,212,-8.5,-3.85,4.99,674,611,1.1,1.4,-88,+15,-9,-82,0.6
2019/11/19,214,214,205,209,-3,-1.42,4.25,817,704,1.2,1.7,+2,-154,-13,-165,0.6
2019/11/20,208.5,208.5,193.5,196,-13,-6.22,7.18,"1,663","1,423",1.2,3.3,+24,-330,-28,-334,0.7
2019/11/21,191,198,187,198,+2,+1.02,5.61,"1,324","1,100",1.2,2.5,+142,-307,-28,-193,1.3
2019/11/22,199,204,199,199.5,+1.5,+0.76,2.53,765,676,1.1,1.5,-102,0,0,-102,0.9
2019/11/25,202,202,190.5,192.5,-7,-3.51,5.76,"1,005",893,1.1,1.9,-65,-259,0,-324,0.6
2019/11/26,195,197.5,193.5,196,+3.5,+1.82,2.08,626,547,1.1,1.2,+14,-30,0,-16,0.7
2019/11/27,197,200,196,199.5,+3.5,+1.79,2.04,593,518,1.1,1.2,-40,0,0,-40,0.5
2019/11/28,200,200.5,194,194,-5.5,-2.76,3.26,378,328,1.2,0.74,-7,0,0,-7,0.5
2019/11/29,194.5,196.5,190.5,191,-3,-1.55,3.09,366,328,1.1,0.7,-5,0,0,-5,0.5
2019/12/02,191,191,181.5,190,-1,-0.52,4.97,672,578,1.2,1.3,+93,-25,0,+68,0.8
2019/12/03,189,192.5,186,191,+1,+0.53,3.42,244,220,1.1,0.46,+4,0,0,+4,0.9
2019/12/04,190.5,190.5,185.5,186.5,-4.5,-2.36,2.62,233,235,0.99,0.44,-15,-24,0,-39,0.8
2019/12/05,190,191.5,188,188.5,+2,+1.07,1.88,456,382,1.2,0.86,-21,-186,0,-207,0.8
2019/12/06,191,199,189.5,199,+10.5,+5.57,5.04,"1,555","1,353",1.1,3,+1,-161,+48,-112,0.8
2019/12/09,202,208.5,202,202.5,+3.5,+1.76,3.27,"1,453","1,252",1.2,3,-139,0,+22,-117,0.4
2019/12/10,200,204,200,200.5,-2,-0.99,1.98,338,317,1.1,0.68,-4,0,+2,-2,0.5
2019/12/11,204,208,203,203,+2.5,+1.25,2.49,725,645,1.1,1.5,-9,0,+36,+27,0.4
2019/12/12,207,207,202,203.5,+0.5,+0.25,2.46,725,630,1.2,1.5,-4,-71,-15,-90,0.5
2019/12/13,207,207,193,193.5,-10,-4.91,6.88,845,729,1.2,1.7,+4,-60,+13,-43,0.5
2019/12/16,193.5,197.5,190,196,+2.5,+1.29,3.88,492,421,1.2,0.95,+94,-7,+7,+94,0.8
2019/12/17,198.5,199,193,194,-2,-1.02,3.06,431,366,1.2,0.84,+11,0,+3,+14,0.9
2019/12/18,195,197.5,193,193.5,-0.5,-0.26,2.32,383,339,1.1,0.75,-27,-41,-5,-73,0.7
2019/12/19,196,196.5,193.5,195,+1.5,+0.78,1.55,392,369,1.1,0.76,+23,-91,0,-68,0.8
2019/12/20,195.5,197.5,193,193,-2,-1.03,2.31,243,230,1.1,0.47,-11,0,-11,-22,0.7
2019/12/23,194.5,194.5,187,189.5,-3.5,-1.81,3.89,376,327,1.1,0.71,+55,0,+20,+75,0.8
2019/12/24,190.5,193,188.5,189.5,0,0,2.37,364,333,1.1,0.69,+10,-131,+22,-99,0.8
2019/12/25,190,196,188.5,196,+6.5,+3.43,3.96,405,374,1.1,0.78,+55,-48,-26,-19,1
2019/12/26,201,215.5,201,215.5,+19.5,+9.95,7.4,"3,240","2,742",1.2,6.8,+101,0,+82,+183,1.4
2019/12/27,225,232,218,218,+2.5,+1.16,6.5,"5,001","4,297",1.2,11.3,-177,0,+32,-145,0.5
2019/12/30,219.5,230,217,230,+12,+5.5,5.96,"2,468","2,130",1.2,5.6,+51,+122,+66,+239,0.9
2019/12/31,230,233,225,225.5,-4.5,-1.96,3.48,"1,741","1,512",1.2,4,-21,-26,-48,-95,0.8
2020/01/02,228,230,225.5,228,+2.5,+1.11,2,735,649,1.1,1.7,+17,+50,-18,+49,0.8
2020/01/03,233,233,212,215.5,-12.5,-5.48,9.21,"1,503","1,348",1.1,3.3,+56,0,-110,-54,0.8
2020/01/06,214.5,214.5,206.5,208,-7.5,-3.48,3.71,693,594,1.2,1.5,+153,0,-9,+144,1.3
2020/01/07,210,215,206,212,+4,+1.92,4.33,977,899,1.1,2.1,-62,0,+59,-3,1.2
2020/01/08,208,212,207,208.5,-3.5,-1.65,2.36,515,466,1.1,1.1,+8,0,-28,-20,1.2
2020/01/09,213,213.5,207.5,207.5,-1,-0.48,2.88,467,432,1.1,0.98,-33,0,-7,-40,1.1
2020/01/10,207,211,207,207,-0.5,-0.24,1.93,345,324,1.1,0.72,-29,0,+7,-22,1
2020/01/13,209,213,201,212,+5,+2.42,5.8,659,602,1.1,1.4,+44,-65,-3,-24,1.2
2020/01/14,214,214.5,210,210,-2,-0.94,2.12,567,489,1.2,1.2,-87,0,-5,-92,0.7
2020/01/15,210.5,212.5,208,208,-2,-0.95,2.14,314,284,1.1,0.66,-19,0,-18,-37,0.6
2020/01/16,208,219.5,208,214.5,+6.5,+3.12,5.53,771,723,1.1,1.7,-4,0,+33,+29,0.6
2020/01/17,217.5,218.5,211,211,-3.5,-1.63,3.5,464,409,1.1,1,-29,0,-23,-52,0.8
2020/01/20,212,212.5,208.5,211.5,+0.5,+0.24,1.9,249,227,1.1,0.52,+9,0,+4,+13,0.8
2020/01/30,190.5,195,190.5,190.5,-21,-9.93,2.13,482,454,1.1,0.92,-12,0,-2,-14,0.8
2020/01/31,186,193,172,181.5,-9,-4.72,11,"1,078",944,1.1,1.9,+47,-266,-37,-256,1
2020/02/03,171,173.5,164,171,-10.5,-5.79,5.23,679,614,1.1,1.1,+86,-13,-7,+66,1.4
2020/02/04,174,187.5,174,187.5,+16.5,+9.65,7.89,756,666,1.1,1.4,-6,0,+22,+16,0.9
2020/02/05,192,192,183,183.5,-4,-2.13,4.8,663,617,1.1,1.2,-87,0,+23,-64,0.8
2020/02/06,194,195,190.5,192,+8.5,+4.63,2.45,828,716,1.2,1.6,-2,0,-28,-30,0.8
2020/02/07,201,202,193,193,+1,+0.52,4.69,"1,582","1,348",1.2,3.1,-14,0,-8,-22,0.8
2020/02/10,191,194.5,184.5,191,-2,-1.04,5.18,487,428,1.1,0.93,+37,0,+3,+40,0.9
2020/02/11,195,197,194,195,+4,+2.09,1.57,374,338,1.1,0.73,-13,0,+13,0,0.7
2020/02/12,198,203,196.5,198,+3,+1.54,3.33,837,756,1.1,1.7,+17,0,+56,+73,0.8
2020/02/13,198,204.5,198,199.5,+1.5,+0.76,3.28,671,605,1.1,1.3,+2,0,-43,-41,0.8
2020/02/14,198.5,201,197,198.5,-1,-0.5,2.01,424,390,1.1,0.84,-43,0,-3,-46,0.6
2020/02/17,196,196,193.5,193.5,-5,-2.52,1.26,324,308,1.1,0.63,-1,0,-10,-11,0.6
2020/02/18,193.5,196,191.5,192,-1.5,-0.78,2.33,271,258,1.1,0.52,+8,0,-1,+7,0.6
2020/02/19,192.5,194,186,191,-1,-0.52,4.17,452,394,1.1,0.86,+87,0,0,+87,0.9
2020/02/20,194.5,197,193.5,196.5,+5.5,+2.88,1.83,479,443,1.1,0.94,+176,0,+9,+185,1.6
2020/02/21,197,210,197,205.5,+9,+4.58,6.62,"2,675","2,460",1.1,5.5,+48,+39,+469,+556,1.7
2020/02/24,206.5,209.5,204,209.5,+4,+1.95,2.68,"1,239","1,121",1.1,2.6,-51,0,-35,-86,1.5
2020/02/25,203,208.5,200,203.5,-6,-2.86,4.06,849,780,1.1,1.7,+11,0,-104,-93,1.4
2020/02/26,203.5,203.5,195.5,196.5,-7,-3.44,3.93,694,644,1.1,1.4,-23,0,-158,-181,1.4
2020/02/27,200,202.5,188,190,-6.5,-3.31,7.38,794,699,1.1,1.5,-72,0,-61,-133,1.2
2020/03/02,181.5,191.5,180.5,189.5,-0.5,-0.26,5.79,438,402,1.1,0.82,+30,0,-6,+24,1.3
2020/03/03,195,196.5,191,192.5,+3,+1.58,2.9,353,317,1.1,0.68,-36,0,-11,-47,1.2
2020/03/04,191.5,192.5,186.5,189,-3.5,-1.82,3.12,272,247,1.1,0.51,-27,0,0,-27,1.1
2020/03/05,191.5,196.5,191.5,194.5,+5.5,+2.91,2.65,445,410,1.1,0.87,+13,+23,+53,+89,1.2
2020/03/06,193.5,193.5,189,189.5,-5,-2.57,2.31,366,347,1.1,0.7,-47,0,-42,-89,1
2020/03/09,186,188,182.5,183.5,-6,-3.17,2.9,423,387,1.1,0.78,-37,0,-26,-63,0.9
2020/03/10,182,191,178,190.5,+7,+3.81,7.08,594,536,1.1,1.1,+9,0,+67,+76,0.9
2020/03/11,195,195,182,183.5,-7,-3.67,6.82,614,565,1.1,1.2,-20,0,-72,-92,0.8
2020/03/12,186,187,171,176.5,-7,-3.81,8.72,770,699,1.1,1.4,-13,0,-28,-41,0.8
2020/03/13,159,167,159,165.5,-11,-6.23,4.53,803,707,1.1,1.3,+7,0,-30,-23,0.8
2020/03/16,160.5,167.5,150,150,-15.5,-9.37,10.6,536,503,1.1,0.85,-20,0,-47,-67,0.7
2020/03/17,137.5,147.5,137,137,-13,-8.67,7,769,692,1.1,1.1,+16,-62,-15,-61,0.8
2020/03/18,141,142,128,128,-9,-6.57,10.2,477,420,1.1,0.65,+34,0,-12,+22,0.9
2020/03/19,125,125,115.5,115.5,-12.5,-9.77,7.42,654,545,1.2,0.77,+58,0,-21,+37,1.1
2020/03/20,122,127,120,127,+11.5,+9.96,6.06,518,449,1.2,0.65,+42,0,+1,+43,1.3
2020/03/23,118.5,124,116,120.5,-6.5,-5.12,6.3,319,274,1.2,0.38,+40,0,-6,+34,1.4
2020/03/24,126.5,132.5,126.5,132.5,+12,+9.96,4.98,670,540,1.2,0.88,-8,0,+13,+5,1.5
2020/03/25,141,145,139,142,+9.5,+7.17,4.53,694,623,1.1,0.99,-79,0,+8,-71,1.3
2020/03/26,141,146,135,144.5,+2.5,+1.76,7.75,640,576,1.1,0.91,+44,0,+9,+53,1.4
2020/03/27,151.5,154.5,140.5,142,-2.5,-1.73,9.69,689,626,1.1,1,-83,0,-6,-89,1.1
2020/03/30,137,145,135.5,143.5,+1.5,+1.06,6.69,334,308,1.1,0.47,+48,0,+1,+49,1.3
2020/03/31,147.5,148,140.5,141.5,-2,-1.39,5.23,279,265,1.1,0.4,-69,0,+1,-68,1.1
2020/04/01,141.5,145.5,139.5,145.5,+4,+2.83,4.24,306,273,1.1,0.44,+52,0,0,+52,1.3
2020/04/06,149,160,146,160,+14.5,+9.97,9.62,984,832,1.2,1.5,-19,0,+31,+12,1.3
2020/04/07,176,176,170.5,176,+16,+10,3.44,"1,305",942,1.4,2.3,+42,+82,+1,+125,1.4
2020/04/08,177,181.5,174,176.5,+0.5,+0.28,4.26,"1,522","1,234",1.2,2.7,-153,+166,+10,+23,0.9
2020/04/09,178.5,186,177.5,178,+1.5,+0.85,4.82,"1,297","1,075",1.2,2.4,-6,+166,+30,+190,0.9
2020/04/10,181,187.5,180,186.5,+8.5,+4.78,4.21,"1,456","1,174",1.2,2.7,-30,0,0,-30,0.8
2020/04/13,187,187.5,180,184.5,-2,-1.07,4.02,924,769,1.2,1.7,-9,+189,-34,+146,0.7
2020/04/14,187.5,198,184.5,189.5,+5,+2.71,7.32,"1,634","1,237",1.3,3.1,-55,+320,+23,+288,0.6
2020/04/15,191.5,198.5,191.5,192.5,+3,+1.58,3.69,"1,047",857,1.2,2,+9,+165,-6,+168,0.6
2020/04/16,191,195.5,190,190.5,-2,-1.04,2.86,799,668,1.2,1.5,+33,+70,-11,+92,0.7
2020/04/17,196.5,198,185,186.5,-4,-2.1,6.82,"1,104",922,1.2,2.1,+25,+65,-1,+89,0.8
2020/04/20,188,196.5,186.5,194,+7.5,+4.02,5.36,863,757,1.1,1.7,+47,+138,+44,+229,1
2020/04/21,193.5,197,188,189.5,-4.5,-2.32,4.64,768,680,1.1,1.5,-47,+15,-47,-79,0.8
2020/04/22,186,191,182,190.5,+1,+0.53,4.75,600,516,1.2,1.1,+103,+27,+6,+136,1.2
2020/04/23,193,196,190.5,194.5,+4,+2.1,2.89,625,549,1.1,1.2,-68,0,+25,-43,0.9
2020/04/24,194,194.5,191,191,-3.5,-1.8,1.8,279,260,1.1,0.54,+24,0,-6,+18,1
2020/04/27,193.5,198,192,197,+6,+3.14,3.14,960,809,1.2,1.9,+25,+65,+112,+202,1.1
2020/04/28,200.5,212,199,204,+7,+3.55,6.6,"2,827","2,399",1.2,5.8,-90,+119,+52,+81,0.7
2020/04/29,206,207.5,200.5,201,-3,-1.47,3.43,939,811,1.2,1.9,+11,+60,-64,+7,0.8
2020/04/30,205,213,203,210.5,+9.5,+4.73,4.98,"1,680","1,437",1.2,3.5,-14,+148,+57,+191,0.8
2020/05/04,205,224.5,203,218,+7.5,+3.56,10.2,"2,246","1,959",1.1,4.8,+1,+119,+11,+131,0.8
2020/05/05,220.5,231.5,219,222,+4,+1.83,5.73,"2,570","2,208",1.2,5.8,-2,+374,-1,+371,0.8
2020/05/06,230,235,218,220.5,-1.5,-0.68,7.66,"1,892","1,668",1.1,4.3,-9,+21,-73,-61,0.7
2020/05/07,223.5,229.5,219,229,+8.5,+3.85,4.76,"1,022",902,1.1,2.3,+53,0,+33,+86,0.8
2020/05/08,228.5,231,223.5,223.5,-5.5,-2.4,3.28,820,757,1.1,1.9,-42,+28,-13,-27,0.6
2020/05/11,225,229,222,227.5,+4,+1.79,3.13,690,612,1.1,1.6,+43,0,+1,+44,0.8
2020/05/12,232.5,236.5,225,225,-2.5,-1.1,5.05,"1,608","1,452",1.1,3.7,-15,+37,-24,-2,0.7
2020/05/13,224,228.5,219.5,226,+1,+0.44,4,698,653,1.1,1.6,+95,+74,-10,+159,1
2020/05/14,224.5,233,222,222,-4,-1.77,4.87,"1,559","1,392",1.1,3.6,-6,+118,+29,+141,0.9
2020/05/15,228,232,219,232,+10,+4.5,5.86,"1,810","1,597",1.1,4.1,+124,+47,+85,+256,1.3
2020/05/18,235,238,223,223,-9,-3.88,6.47,"1,838","1,665",1.1,4.2,-79,+94,-70,-55,1
2020/05/19,227.5,238,227,232,+9,+4.04,4.93,"2,390","1,885",1.3,5.6,+47,+493,+64,+604,1.2
2020/05/20,240,252,237,246,+14,+6.03,6.47,"4,722","4,031",1.2,11.5,-20,+118,+92,+190,1.2
2020/05/21,246,267.5,245.5,264,+18,+7.32,8.94,"4,688","3,899",1.2,12.1,+12,+361,+41,+414,1.2
2020/05/22,255,263,242,247,-17,-6.44,7.95,"3,359","2,957",1.1,8.5,-95,+63,+28,-4,0.8
2020/05/25,252,255.5,238,242,-5,-2.02,7.09,"2,295","2,068",1.1,5.6,-49,-269,-43,-361,0.6
2020/05/26,241,252,238.5,238.5,-3.5,-1.45,5.58,"2,008","1,690",1.2,4.9,-50,+240,-34,+156,0.5
2020/05/27,244,249,239,239.5,+1,+0.42,4.19,"1,660","1,440",1.2,4,-36,-157,-1,-194,0.4
2020/05/28,241.5,243,230,230.5,-9,-3.76,5.43,"1,181","1,117",1.1,2.8,+54,+12,-8,+58,0.7
2020/05/29,233.5,242,231.5,242,+11.5,+4.99,4.56,901,820,1.1,2.1,+43,+38,+20,+101,0.8
2020/06/01,243,246,240.5,240.5,-1.5,-0.62,2.27,"1,157","1,031",1.1,2.8,-101,-235,-14,-350,0.5
2020/06/02,241,243,234.5,237,-3.5,-1.46,3.53,763,669,1.1,1.8,-37,-50,-3,-90,0.4
2020/06/03,239,244.5,238,244.5,+7.5,+3.16,2.74,896,757,1.2,2.2,+38,-130,-12,-104,0.5
2020/06/04,246.5,247,243.5,244,-0.5,-0.2,1.43,995,851,1.2,2.4,-12,-127,-26,-165,0.4
2020/06/05,245.5,261.5,244,252,+8,+3.28,7.17,"3,663","2,987",1.2,9.3,+201,+429,+57,+687,1.2
2020/06/08,263,276,254.5,258,+6,+2.38,8.53,"5,164","4,350",1.2,13.7,-66,+181,+1,+116,1
2020/06/09,262,266.5,248,252,-6,-2.33,7.17,"1,693","1,512",1.1,4.3,-27,-213,-26,-266,0.8
2020/06/10,252,258.5,247,249,-3,-1.19,4.56,"1,158","1,059",1.1,2.9,-8,-174,-5,-187,0.8
2020/06/11,250,253.5,240,245.5,-3.5,-1.41,5.42,960,838,1.1,2.4,-2,-56,-26,-84,0.8
2020/06/12,235.5,243.5,235.5,241,-4.5,-1.83,3.26,"1,029",924,1.1,2.5,-1,-71,0,-72,0.8
2020/06/15,242.5,243,224,225.5,-15.5,-6.43,7.88,"1,514","1,337",1.1,3.5,+137,-225,-14,-102,1.3
2020/06/16,231,239,231,239,+13.5,+5.99,3.55,"1,220","1,088",1.1,2.9,+90,+63,-9,+144,1.7
